OrderID,OrderDate,Region,Category,Subcategory,ProductID,Quantity,UnitPrice,TotalPrice,Discount,DiscountedPrice,Profit,PaymentMethod,ShippingMethod,CustomerSegment
ORD00173,2023-08-31,Central,Electronics,Tablet,PROD4728,5,967.4,4837.0,0.23,3724.49,764.39,Credit Card,Overnight,Corporate
ORD00174,2023-11-19,South,Apparel,Jacket,PROD1517,10,776.86,7768.6,0.11,6914.05,1481.9,Credit Card,Standard,Retail
ORD00175,2023-08-03,Central,Toys,Doll,PROD8726,3,418.83,1256.49,0.06,1181.1,177.59,Credit Card,Overnight,Retail
ORD00176,2023-10-15,South,Books,Fiction,PROD8531,6,998.14,5988.84,0.14,5150.4,645.68,Bank Transfer,Overnight,Corporate
ORD00177,2023-09-05,East,Home & Kitchen,Vacuum Cleaner,PROD5735,4,957.76,3831.04,0.08,3524.56,386.64,PayPal,Overnight,Wholesale
ORD00178,2023-09-03,East,Toys,Doll,PROD2996,6,564.88,3389.28,0.28,2440.28,474.23,Cash,Express,Corporate
ORD00179,2023-01-22,East,Apparel,Jeans,PROD8849,5,955.76,4778.8,0.02,4683.22,1099.63,PayPal,Standard,Wholesale
ORD00180,2023-12-23,South,Home & Kitchen,Vacuum Cleaner,PROD1831,5,145.9,729.5,0.18,598.19,100.12,PayPal,Overnight,Retail
ORD00181,2023-07-31,North,Electronics,Smartphone,PROD3587,6,720.18,4321.08,0.03,4191.45,855.7,Cash,Overnight,Corporate
ORD00182,2023-04-13,North,Toys,Puzzle,PROD4804,5,327.96,1639.8,0.19,1328.24,307.6,Credit Card,Standard,Corporate
ORD00183,2023-07-23,East,Apparel,T-shirt,PROD1613,8,194.45,1555.6,0.22,1213.37,272.35,Credit Card,Express,Wholesale
ORD00184,2023-06-21,South,Books,Fiction,PROD9261,5,459.81,2299.05,0.19,1862.23,288.39,Cash,Express,Retail
ORD00185,2023-03-25,East,Electronics,Laptop,PROD5833,8,651.8,5214.4,0.22,4067.23,214.82,PayPal,Standard,Wholesale
ORD00186,2023-09-21,South,Toys,Doll,PROD8822,6,95.87,575.22,0.2,460.18,40.02,Bank Transfer,Standard,Retail
ORD00187,2023-05-01,Central,Home & Kitchen,Cookware,PROD1187,8,756.22,6049.76,0.29,4295.33,474.16,Bank Transfer,Overnight,Corporate
ORD00188,2023-12-08,East,Apparel,T-shirt,PROD2923,2,470.74,941.48,0.05,894.41,167.45,Bank Transfer,Express,Wholesale
ORD00189,2023-03-10,West,Apparel,T-shirt,PROD9998,8,161.65,1293.2,0.22,1008.7,172.64,Cash,Overnight,Wholesale
ORD00190,2023-12-15,East,Apparel,T-shirt,PROD2279,10,874.4,8744.0,0.02,8569.12,1194.1,Credit Card,Standard,Wholesale
ORD00191,2023-10-21,North,Books,Fiction,PROD4365,9,158.35,1425.15,0.1,1282.64,197.61,Cash,Standard,Wholesale
ORD00192,2023-08-21,West,Toys,Board Game,PROD6049,3,518.12,1554.36,0.14,1336.75,82.27,Credit Card,Express,Corporate
ORD00193,2023-04-22,Central,Electronics,Tablet,PROD1987,10,82.3,823.0,0.13,716.01,136.1,Credit Card,Express,Retail
ORD00194,2023-04-03,West,Home & Kitchen,Cookware,PROD7135,3,768.17,2304.51,0.29,1636.2,293.17,Cash,Express,Corporate
